1,42563,20524028604,10.3
1,28651,7747986740,10.3
1,8611,4315928364,10.3
1,14476,8778023120,10.3
2,8535,28272015344,20.7
2,4337,24839956968,20.7
2,4861,29302051724,20.7
2,1693,13093951484,20.7
2,2836,12063915104,20.7
2,5798,16526009860,20.7
3,2972,37050038464,31
3,1170,33617980088,31
3,2006,32587943708,31
3,1172,20841938224,31
4,911,41365966828,41.4
