  Verrucomicrobia Chlamydiae stramenopiles Aquificae Actinobacteria Chlorobi Diplomonadida Lobosea Euglenozoa unclassified Cyanobacteria Lentisphaerae Rhodophyta candidate Viridiplantae Mycetozoa Thermotogales Dictyoglomi artificial ssDNA Pelobiontida Nitrospirae Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental plasmids Cryptophyta Fusobacteria Korarchaeota ssRNA Crenarchaeota Alveolata Entamoebidae Jakobidae Nanoarchaeota Bacteroidetes Rhizaria dsRNA Parabasalidea Metazoa Acanthamoebidae Thermotogae Glaucocystophyceae Fibrobacteres Euryarchaeota Spirochaetales
99 2 261 3439 42 42 1274 88 214 434 289 2 1352 134 4 1 15 208 618 23 6030 3453 20 2 0 6 1 4 3176 41 2 0 24 1 133 0 15664 3 13 1 315 78 296 1 266 5079 4 41 372 1 585 2 2 5157 64 0 
100 1 244 3443 42 33 1296 89 207 440 311 2 1321 125 2 2 12 206 645 22 6101 3466 13 3 1 11 0 5 3171 39 3 1 22 1 120 2 15636 4 11 1 303 75 277 3 251 5112 4 39 394 1 600 6 1 5083 70 1 
101 3 268 3461 47 36 1284 90 215 405 288 1 1336 138 6 1 13 193 628 26 6099 3443 18 2 0 11 0 3 3155 44 2 1 27 0 118 1 15646 4 10 0 291 79 271 2 265 5121 5 44 379 2 581 4 1 5135 65 1 
102 3 260 3415 44 36 1315 88 216 408 285 1 1367 130 5 1 12 185 645 17 6135 3465 20 1 1 7 1 3 3110 39 1 1 24 0 129 2 15634 3 14 0 297 61 300 2 257 5119 5 37 380 2 592 8 1 5120 74 1 
103 2 274 3452 50 41 1283 80 214 431 299 1 1375 131 5 1 16 193 625 22 6145 3429 24 2 1 9 0 6 3139 32 1 0 24 1 125 1 15729 7 10 1 298 65 265 1 257 5108 3 32 377 2 569 4 1 5056 77 0 
104 1 250 3426 50 48 1301 85 222 440 295 1 1307 124 2 1 7 197 651 19 6167 3412 17 2 1 7 0 4 3171 35 3 0 24 1 129 1 15565 5 16 1 303 74 272 1 262 5187 4 40 411 2 583 3 0 5064 87 2 
105 2 259 3516 45 39 1261 92 207 456 293 0 1362 129 6 2 11 204 660 19 6086 3403 20 2 0 7 0 7 3161 43 1 1 15 0 116 0 15592 4 9 0 309 87 304 2 247 5138 4 43 395 1 579 4 0 5062 74 1 
106 2 249 3491 48 41 1289 98 214 420 307 1 1337 139 4 1 11 190 626 20 6103 3495 23 2 0 8 1 8 3070 35 1 1 20 1 133 1 15604 3 14 1 304 69 288 1 248 5126 3 38 380 1 563 5 0 5157 76 1 
107 1 245 3424 41 38 1291 90 190 440 286 2 1372 130 5 3 11 204 642 21 6139 3416 18 2 0 8 0 6 3205 43 2 0 21 1 124 1 15659 4 13 1 296 69 303 2 243 5042 6 45 405 2 586 7 2 5093 79 1 
108 2 230 3442 52 46 1289 81 196 410 300 2 1307 138 4 2 12 200 616 18 6260 3416 21 2 0 7 1 8 3143 29 1 1 20 1 133 1 15597 4 14 1 302 81 284 2 257 5093 4 35 393 1 593 5 0 5126 80 2 
109 2 263 3460 52 41 1285 88 223 398 307 0 1334 127 4 2 9 181 615 24 6164 3484 20 2 1 8 0 7 3134 36 2 1 20 2 138 2 15629 4 10 1 311 78 271 2 255 5122 3 38 409 1 590 3 0 5033 84 1 
110 2 266 3449 48 42 1335 93 222 427 318 0 1353 124 6 2 12 197 613 19 6127 3451 22 3 1 7 1 2 3171 40 0 1 21 1 107 3 15604 6 9 0 303 80 286 2 257 5078 8 45 413 2 540 4 1 5105 71 2 
111 1 252 3498 46 50 1320 84 222 432 297 2 1331 135 5 3 11 189 663 26 6125 3405 24 0 0 6 0 7 3180 38 3 0 20 1 128 2 15490 3 8 0 315 72 299 2 260 5059 3 43 376 2 566 5 1 5184 81 2 
112 2 243 3448 49 41 1270 92 221 428 298 0 1342 128 4 1 12 211 630 21 6177 3425 20 1 1 12 1 4 3132 39 1 0 18 1 132 1 15571 2 12 0 304 75 300 1 251 5124 2 45 387 2 583 5 1 5113 70 0 
113 2 257 3476 53 46 1289 78 208 435 296 0 1343 140 6 2 11 183 633 23 6164 3418 16 2 1 7 1 7 3130 33 1 1 22 1 125 2 15687 8 13 1 320 82 278 1 245 5171 4 36 408 0 581 4 2 4981 78 2 
114 2 248 3462 52 44 1263 86 228 450 308 2 1393 138 2 2 12 188 667 24 6214 3440 16 1 1 8 1 5 3127 38 2 0 18 0 140 1 15584 4 15 1 307 74 281 1 240 5068 6 36 400 2 591 4 2 5001 71 2 
115 0 254 3446 47 40 1296 96 217 433 310 2 1379 131 3 2 10 189 632 26 6190 3433 19 2 1 6 1 3 3129 44 2 0 19 0 140 2 15528 4 9 1 299 81 288 2 272 5085 3 37 418 1 585 3 1 5093 74 1 
116 2 254 3424 49 41 1313 90 219 419 309 1 1400 131 5 2 11 175 631 19 6173 3557 25 2 1 6 1 6 3117 33 1 1 23 1 127 0 15552 2 10 0 314 75 286 2 245 5077 7 41 394 1 584 2 2 5045 77 2 
117 3 251 3549 51 45 1308 97 211 430 284 1 1333 129 6 3 9 186 635 23 6122 3450 21 3 1 7 0 4 3143 34 2 0 21 1 115 1 15535 4 12 1 300 72 275 1 265 5124 6 43 391 1 586 6 1 5103 76 1 
118 1 254 3446 49 40 1285 90 227 443 298 2 1317 131 6 2 8 201 625 23 6199 3431 18 1 1 8 0 2 3218 43 1 0 25 1 128 1 15621 4 16 0 300 81 271 2 242 5070 2 39 401 1 561 5 1 5024 80 0 
119 2 237 3483 43 38 1284 76 224 431 311 1 1351 137 4 2 9 182 654 16 6139 3429 16 1 0 9 1 5 3196 34 0 1 17 2 128 1 15604 3 9 0 311 75 289 0 264 5112 5 47 387 2 579 4 2 5069 81 1 
120 3 244 3440 48 46 1325 81 203 452 291 2 1345 141 5 2 10 196 630 25 6215 3452 21 2 1 7 1 6 3167 34 1 1 27 2 122 0 15589 4 15 1 317 79 248 3 252 5055 4 35 383 2 568 4 2 5094 71 0 
121 3 243 3454 51 42 1313 94 225 456 303 1 1368 135 4 1 8 195 651 21 6131 3458 19 3 0 9 0 5 3125 40 0 1 25 1 131 3 15639 8 12 1 300 75 279 3 245 5049 6 46 380 1 557 7 2 5073 73 1 
122 3 251 3516 42 37 1290 99 227 438 287 1 1361 145 1 0 12 207 636 26 6146 3470 19 1 1 5 1 7 3122 44 1 0 22 1 126 1 15574 3 14 1 295 83 293 1 264 5080 4 45 382 1 582 3 0 5028 67 1 
123 2 250 3427 47 39 1292 84 220 426 303 1 1378 141 5 1 13 200 624 21 6178 3439 20 1 1 4 0 4 3161 49 2 0 17 1 133 1 15596 4 14 1 307 76 290 1 246 5086 5 33 395 1 566 6 1 5060 80 1 
124 0 283 3411 51 43 1290 89 202 430 318 2 1368 121 6 1 10 193 632 19 6197 3448 27 3 1 8 1 7 3207 45 2 1 19 0 133 1 15631 4 12 1 302 68 280 2 236 5040 6 34 389 1 576 3 2 5006 80 2 
125 2 256 3447 44 37 1343 86 216 396 310 0 1373 140 6 1 9 184 646 18 6151 3468 19 1 0 8 1 5 3163 39 2 1 19 2 126 1 15530 4 12 0 291 83 281 0 260 5114 5 46 423 1 597 2 0 5023 83 2 
126 1 255 3435 44 34 1281 88 206 427 300 1 1359 129 5 2 10 196 616 24 6163 3466 19 3 1 9 1 7 3147 45 2 0 24 1 138 2 15642 4 8 1 300 85 281 3 265 5078 7 39 374 0 572 3 1 5083 68 0 
127 1 246 3495 50 42 1322 81 205 431 288 1 1323 133 4 1 11 164 641 23 6200 3399 18 3 1 9 1 5 3182 40 2 1 18 0 128 2 15581 4 16 0 318 75 287 1 245 5139 4 48 389 1 606 6 1 4979 86 0 
128 3 238 3526 53 45 1322 79 209 420 297 1 1298 145 3 3 8 200 618 23 6152 3483 22 2 1 9 0 5 3146 44 2 1 24 0 132 2 15586 7 16 1 290 70 271 2 260 5037 5 44 382 1 613 2 2 5103 78 2 
129 3 258 3416 44 39 1291 90 204 428 312 0 1398 127 4 1 11 207 649 25 6158 3430 20 2 1 9 1 6 3140 34 1 1 23 1 139 1 15592 8 9 1 315 65 283 2 254 5072 3 44 394 1 603 3 1 5038 73 2 
130 1 266 3443 52 42 1305 92 221 429 309 0 1349 119 5 3 8 200 661 23 6129 3481 20 3 0 7 0 4 3176 35 2 1 20 1 118 1 15655 3 12 1 314 69 253 0 265 5065 5 47 411 1 559 5 2 5018 67 1 
131 0 249 3509 51 44 1316 90 225 442 289 1 1324 130 4 2 15 191 615 28 6144 3478 19 1 1 4 0 5 3205 36 1 0 27 2 129 0 15562 3 9 0 301 74 279 3 234 5082 6 40 395 0 571 4 1 5068 83 1 
132 2 260 3454 45 37 1312 93 197 427 283 1 1340 131 6 1 12 194 648 24 6138 3411 19 2 1 8 1 3 3145 35 1 0 16 2 131 1 15545 6 13 0 307 84 287 1 266 5134 6 41 380 1 573 4 1 5177 74 2 
133 2 255 3524 44 43 1347 89 231 402 290 0 1357 142 5 3 13 203 622 25 6117 3385 20 2 0 11 0 6 3161 47 2 0 19 0 121 1 15614 6 13 0 314 81 287 2 248 5067 2 42 389 2 583 4 1 5061 63 1 
134 0 251 3474 42 34 1310 89 211 413 293 0 1390 127 4 1 11 192 645 20 6132 3406 18 2 0 9 1 5 3122 41 1 0 23 1 126 1 15675 5 13 1 283 77 293 3 238 5045 4 46 404 0 578 4 1 5125 78 2 
135 0 249 3460 41 43 1297 88 209 407 291 1 1395 134 5 3 9 194 648 24 6130 3453 21 2 0 7 1 3 3137 36 1 1 20 1 119 1 15632 7 12 1 297 68 288 2 254 5126 5 39 380 0 584 6 1 5053 78 1 
136 1 239 3505 55 37 1329 87 200 435 308 1 1331 126 6 0 9 201 630 23 6078 3384 18 1 0 10 1 6 3121 43 1 0 23 1 123 2 15753 8 11 0 296 65 279 2 252 5017 5 27 389 2 583 6 1 5158 78 1 
137 3 249 3435 46 34 1282 87 211 418 329 1 1347 132 3 3 13 196 628 20 6176 3475 21 2 1 7 0 4 3169 37 1 0 22 1 128 2 15611 7 12 0 293 83 286 0 248 5016 5 44 394 1 593 3 0 5117 75 2 
138 1 253 3542 39 42 1272 82 218 403 299 0 1348 142 7 1 15 188 652 25 6101 3442 16 3 0 7 1 6 3184 30 3 1 26 0 129 2 15627 4 12 0 302 79 280 1 284 5058 3 35 398 1 566 4 1 5049 88 0 
139 3 256 3469 52 32 1271 95 200 426 299 2 1344 137 3 1 13 181 607 14 6156 3467 23 3 1 7 1 4 3159 39 2 1 20 1 126 2 15660 7 13 0 299 76 284 1 252 5074 7 38 409 2 529 5 1 5127 72 1 
140 2 271 3429 46 38 1316 80 213 445 289 2 1322 131 6 2 13 203 645 25 6128 3405 17 1 1 10 1 5 3161 41 2 0 18 0 126 3 15554 4 9 1 287 80 280 3 262 5171 5 41 391 0 598 3 1 5081 78 1 
141 1 256 3505 45 45 1294 88 212 434 307 0 1307 143 4 0 10 189 622 21 6146 3421 28 0 0 11 1 4 3146 38 3 0 17 1 122 1 15627 6 13 1 298 76 281 3 265 5109 6 44 391 0 591 3 1 5050 75 2 
142 2 248 3496 44 34 1269 89 216 442 308 1 1359 129 4 2 10 178 646 25 6149 3405 19 3 1 7 0 5 3168 41 1 1 18 2 133 0 15584 5 16 1 290 83 287 3 255 5055 4 39 399 1 618 5 0 5102 83 2 
143 0 248 3478 44 41 1254 91 225 432 298 1 1366 150 5 2 8 197 612 24 6159 3439 20 3 1 10 0 7 3137 39 2 1 17 2 139 2 15579 3 10 1 307 72 264 2 238 5092 6 45 420 1 567 4 1 5142 67 2 
144 3 257 3434 46 42 1275 92 210 440 280 0 1358 137 5 0 11 197 621 19 6095 3438 23 2 0 9 1 7 3182 38 2 0 23 0 116 2 15737 3 10 0 313 74 265 1 237 5049 3 41 397 2 573 6 1 5151 70 2 
145 2 258 3465 50 41 1270 102 232 442 291 2 1368 130 7 2 12 198 628 22 6241 3450 20 1 0 12 1 6 3194 36 2 1 14 0 120 2 15469 4 15 0 307 91 265 1 234 5126 5 41 369 0 596 2 2 5053 73 0 
146 3 262 3461 47 42 1296 100 209 406 278 1 1330 150 3 1 13 194 595 31 6129 3409 20 3 1 6 0 7 3200 32 1 0 17 0 138 1 15662 6 8 1 320 73 267 2 251 5113 5 42 392 2 569 6 1 5074 68 1 
147 2 262 3482 46 42 1324 82 207 411 282 1 1356 137 6 3 10 199 635 25 6205 3388 23 2 1 11 1 4 3145 40 2 0 20 2 128 2 15568 5 17 1 294 76 290 3 249 5095 2 45 415 1 603 4 1 5024 70 2 
148 1 243 3525 47 35 1280 83 230 437 284 1 1317 138 4 1 9 187 649 18 6150 3455 18 2 1 6 1 6 3182 36 1 0 22 0 133 2 15599 6 16 0 321 79 291 3 256 5105 5 48 385 0 562 4 1 5053 76 1 
149 2 274 3455 40 43 1276 92 200 437 291 0 1332 143 2 2 13 182 608 19 6130 3442 17 2 1 8 1 7 3158 45 2 0 21 1 123 1 15606 4 16 0 294 71 284 0 261 5101 4 38 400 0 587 5 1 5118 82 1 
150 0 261 3422 51 39 1314 94 209 394 289 2 1363 137 6 2 15 196 639 13 6090 3464 18 1 0 9 1 6 3134 38 1 0 21 2 137 3 15651 4 14 1 281 75 270 2 252 5134 5 33 383 2 549 5 2 5142 72 1 
151 1 255 3503 54 40 1279 75 204 424 297 1 1289 133 4 1 10 197 627 25 6131 3426 24 2 0 9 0 5 3165 40 0 1 21 1 111 1 15703 5 16 0 294 87 297 3 261 5111 3 41 367 1 597 4 1 5087 74 1 
152 3 246 3526 53 45 1257 99 215 428 281 1 1389 133 5 2 11 191 640 22 6194 3393 22 2 0 6 0 7 3144 42 2 0 19 0 125 3 15569 4 13 1 286 78 276 0 240 5176 6 42 400 1 580 4 1 5025 62 1 
153 2 251 3449 50 40 1309 96 222 410 310 2 1346 132 2 1 9 206 623 25 6234 3452 17 1 1 10 0 4 3181 38 0 0 21 1 115 1 15618 4 12 0 315 71 276 2 248 5095 6 35 402 1 565 4 0 4964 79 1 
154 1 246 3492 45 48 1257 87 219 422 303 0 1358 141 4 3 13 191 623 18 6223 3423 21 3 0 5 1 5 3171 36 1 1 20 0 136 3 15569 5 13 0 310 76 301 1 258 4999 7 36 394 1 568 5 2 5134 80 2 
155 0 244 3397 53 41 1312 77 219 414 292 1 1375 145 7 2 10 203 628 29 6173 3460 17 1 1 8 0 6 3179 45 1 1 18 1 120 2 15613 2 12 1 310 91 269 1 267 5058 4 43 397 1 565 3 1 5085 84 2 
156 2 258 3570 49 40 1265 87 229 416 321 1 1378 137 4 3 12 179 633 22 6077 3489 20 1 1 9 0 3 3146 45 3 1 24 1 115 1 15545 2 8 1 317 90 298 2 261 5104 3 36 386 1 570 5 2 5003 77 1 
157 1 250 3469 44 37 1245 83 222 451 304 1 1334 134 2 3 6 194 615 17 6171 3468 21 2 0 4 0 5 3071 44 1 0 23 2 122 1 15571 4 11 1 294 74 298 2 268 5194 5 40 399 1 582 4 1 5121 77 0 
158 2 260 3370 43 37 1304 89 209 407 294 0 1375 135 3 0 9 208 622 19 6191 3489 14 0 1 6 0 6 3083 38 2 1 15 1 134 2 15638 5 8 1 293 81 283 1 237 5095 2 40 391 0 607 3 1 5106 81 1 
159 2 256 3455 47 40 1313 85 223 433 292 2 1357 140 4 2 13 187 647 24 6040 3376 21 3 1 9 0 4 3160 45 3 1 22 2 134 3 15760 3 15 0 307 84 300 1 243 5096 5 43 383 1 575 6 0 5017 82 1 
160 1 256 3405 49 37 1306 98 205 408 304 1 1325 131 5 1 10 197 646 25 6206 3504 21 1 1 6 0 4 3185 41 1 0 16 2 135 2 15500 4 11 1 319 70 280 2 248 5134 4 40 394 2 621 6 2 5019 81 2 
161 2 249 3501 51 45 1323 87 217 431 306 1 1386 133 4 1 14 179 630 20 6124 3442 18 2 0 8 1 4 3126 40 3 1 26 1 142 1 15577 6 14 1 325 76 303 1 263 5066 5 40 383 1 571 5 1 5057 85 2 
162 1 224 3465 47 36 1281 85 226 439 296 1 1355 145 4 2 9 199 623 23 6092 3411 20 3 1 8 0 2 3155 37 1 1 23 2 135 1 15714 4 8 1 309 82 287 1 240 5161 6 40 411 1 580 4 0 5008 63 1 
163 1 252 3417 55 46 1259 90 216 411 306 2 1356 143 5 2 13 215 609 28 6179 3495 10 2 1 9 1 6 3144 37 3 1 17 1 125 1 15669 5 16 0 297 73 270 2 246 5105 3 42 415 2 544 4 2 5045 78 1 
164 2 250 3464 41 44 1257 93 208 436 298 0 1334 140 3 0 11 193 630 22 6234 3403 18 2 1 6 1 3 3161 45 1 1 18 1 139 1 15643 4 17 0 311 77 289 1 243 5142 4 42 395 1 543 6 1 5010 81 2 
165 2 259 3509 38 45 1291 91 220 442 284 2 1343 142 6 0 15 196 620 20 6053 3463 18 2 1 11 0 5 3104 47 2 1 20 0 113 2 15672 3 13 0 298 75 268 2 255 5152 4 39 382 0 589 2 1 5059 68 0 
166 2 263 3471 50 37 1297 81 213 431 311 1 1306 132 4 1 15 190 609 22 6182 3472 24 3 1 9 1 4 3161 40 1 1 25 1 121 3 15491 4 17 0 294 81 286 2 244 5148 6 39 396 1 596 3 2 5118 84 0 
167 1 254 3411 43 43 1262 83 214 449 301 0 1326 129 4 1 13 188 615 23 6183 3541 20 1 0 9 1 6 3171 38 2 1 19 1 114 1 15543 4 10 1 307 72 272 1 261 5187 3 39 389 1 558 5 2 5071 78 2 
168 1 270 3476 52 42 1316 77 223 411 285 1 1314 147 2 3 12 204 649 26 6215 3424 19 1 0 8 0 6 3160 40 2 1 17 1 117 1 15570 4 10 0 308 78 283 1 266 5092 4 39 396 2 585 5 1 5086 68 1 
169 1 245 3410 51 45 1253 91 209 437 308 0 1342 133 3 1 11 172 635 25 6141 3413 18 2 0 10 0 4 3165 38 1 1 26 1 123 0 15581 4 10 1 296 76 304 1 264 5138 5 43 411 1 603 6 1 5128 80 1 
170 3 264 3492 45 31 1262 88 225 428 296 0 1326 137 1 2 9 190 644 22 6147 3458 18 1 0 6 1 3 3184 34 2 1 21 0 139 1 15528 4 13 0 326 77 302 0 246 5074 2 36 404 2 586 3 2 5131 72 1 
171 0 251 3472 40 42 1291 87 221 452 297 2 1344 139 4 0 10 180 625 15 6083 3476 19 1 0 10 1 7 3183 43 1 0 24 2 122 2 15616 4 11 1 304 73 279 0 256 5076 6 44 399 1 597 5 1 5078 78 0 
172 1 244 3471 45 42 1299 88 204 409 305 2 1376 133 3 2 13 191 647 23 6169 3469 14 3 0 10 0 7 3152 38 2 1 20 1 123 1 15626 5 12 0 283 77 276 3 243 5080 3 37 409 1 563 5 1 5060 72 1 
173 1 246 3452 42 41 1280 95 216 409 310 1 1344 148 3 1 13 187 641 22 6209 3464 21 2 1 6 1 3 3182 33 1 0 12 2 112 3 15619 6 11 0 303 74 281 1 273 5122 3 42 388 0 579 4 1 5008 72 1 
174 3 268 3424 49 43 1332 89 193 404 284 1 1371 120 4 2 9 185 635 23 6157 3410 20 1 1 9 1 6 3201 31 1 1 21 2 128 1 15632 3 11 1 314 77 289 3 251 5077 4 46 388 1 574 5 1 5106 73 1 
175 1 243 3476 43 39 1283 83 213 422 307 2 1379 141 6 1 12 191 612 19 6207 3490 21 2 1 9 0 4 3130 44 2 0 18 1 112 2 15644 2 13 0 302 77 289 1 252 5047 4 36 363 1 547 7 2 5113 68 1 
176 2 237 3459 46 34 1323 85 216 439 297 2 1337 138 1 3 13 201 622 23 6113 3399 23 2 0 9 1 2 3235 40 2 0 21 0 124 3 15634 3 13 0 304 77 296 0 246 5082 7 36 399 1 564 6 2 5074 69 2 
177 1 276 3437 54 38 1285 99 214 421 317 2 1322 133 6 1 8 201 615 21 6157 3466 22 2 0 8 0 7 3158 41 2 0 20 1 123 2 15589 4 11 1 290 73 269 3 252 5145 4 40 373 1 592 5 2 5084 82 0 
178 2 242 3412 42 36 1294 92 222 458 309 1 1348 137 5 2 9 196 597 24 6153 3416 21 0 1 9 0 4 3116 42 1 0 19 1 125 2 15720 0 14 1 304 78 276 2 266 5127 2 36 384 1 575 6 0 5054 79 2 
179 2 259 3525 51 43 1257 91 214 421 309 2 1339 128 5 1 10 188 614 22 6177 3461 20 1 1 9 1 7 3180 33 2 1 19 2 131 1 15590 4 12 1 316 77 282 1 246 5098 5 36 407 2 565 2 0 5032 82 2 
180 1 269 3433 43 47 1305 80 193 430 296 1 1325 137 4 3 8 210 637 23 6108 3532 14 1 0 8 0 6 3156 43 2 1 24 1 119 3 15647 4 10 0 281 76 295 1 259 5094 6 40 380 0 564 5 1 5065 78 2 
181 2 261 3444 37 36 1295 81 209 437 321 1 1383 136 5 1 12 187 651 16 6128 3426 15 3 0 10 1 8 3143 37 2 1 21 0 132 1 15713 6 11 0 301 78 280 1 245 5035 4 34 402 1 578 4 1 5087 75 1 
182 2 239 3492 53 37 1308 76 208 439 298 1 1288 131 4 2 10 194 638 15 6158 3457 20 2 1 4 0 7 3168 35 2 1 22 1 129 2 15598 5 14 1 303 70 283 2 251 5056 3 49 384 0 549 3 1 5165 73 0 
183 2 271 3452 45 49 1282 83 213 429 286 1 1334 130 5 1 8 189 629 25 6096 3397 20 2 0 11 0 5 3131 35 0 0 24 2 115 0 15733 2 13 1 308 85 295 1 255 5070 5 44 403 0 578 2 1 5123 73 1 
184 2 259 3404 47 42 1318 102 221 421 285 1 1339 138 5 3 11 204 635 23 6167 3513 21 0 1 8 1 6 3128 33 2 0 21 1 140 0 15587 6 14 0 292 82 287 1 272 5113 5 37 402 1 562 6 1 5041 69 2 
185 0 243 3454 57 34 1291 84 220 422 321 2 1395 134 8 0 11 212 644 23 6183 3430 18 1 1 6 1 5 3117 46 2 1 16 1 120 2 15592 4 12 1 317 79 262 2 239 5080 5 49 396 0 579 1 2 5095 75 2 
186 1 255 3368 37 41 1273 97 201 454 292 0 1344 142 6 1 11 190 647 19 6074 3440 15 1 0 6 1 5 3137 43 3 1 21 1 123 3 15673 5 13 0 301 82 272 2 258 5164 7 36 408 1 566 5 1 5158 78 0 
187 3 269 3467 45 40 1310 101 207 442 303 1 1332 134 4 1 11 190 680 22 6082 3463 23 1 0 10 1 4 3100 39 1 1 28 0 130 2 15603 4 12 1 287 72 294 1 243 5091 5 36 382 2 587 5 2 5129 85 2 
188 2 252 3469 50 40 1293 84 208 420 306 0 1375 137 5 0 8 203 634 26 6174 3364 15 2 0 6 0 7 3162 38 1 0 17 1 120 3 15697 4 13 0 300 75 275 1 241 5099 2 44 383 1 543 1 0 5107 80 0 
189 1 246 3397 52 40 1294 79 220 427 299 0 1348 124 5 0 11 178 628 22 6161 3521 18 2 0 7 0 7 3202 42 1 0 21 2 117 2 15492 4 14 1 305 85 290 2 247 5121 6 36 370 2 616 5 2 5112 75 2 
190 2 257 3471 46 40 1304 86 206 442 318 2 1373 138 3 2 11 197 632 24 6135 3396 16 1 0 7 0 4 3134 31 2 1 18 1 111 0 15691 4 13 0 312 74 288 3 235 5112 3 35 392 2 606 3 1 5013 70 2 
191 2 257 3462 44 46 1271 77 217 445 280 2 1332 136 4 3 11 188 649 23 6142 3440 20 1 0 9 1 3 3130 33 2 1 23 0 131 3 15631 2 17 0 290 77 279 2 267 5179 4 39 391 1 544 3 0 5090 75 0 
192 1 270 3436 46 40 1284 92 206 424 298 2 1341 138 2 1 9 219 633 23 6229 3494 18 2 1 10 1 3 3083 36 2 1 22 2 121 2 15682 5 9 1 294 78 281 1 235 5077 5 32 389 1 566 3 1 5056 73 1 
193 3 259 3441 42 46 1282 88 205 441 287 2 1366 117 5 2 13 185 620 22 6151 3479 23 2 0 5 1 5 3133 36 2 1 19 1 134 1 15610 4 10 1 320 77 270 1 253 5037 4 35 388 0 596 5 2 5161 88 1 
194 2 255 3458 44 46 1332 89 219 407 301 2 1333 142 5 2 12 184 640 24 6110 3454 18 0 0 10 1 6 3177 42 3 0 22 1 135 3 15564 6 17 1 300 75 296 3 261 5062 5 34 408 1 599 3 1 5108 75 1 
195 0 250 3471 45 35 1296 82 219 433 294 2 1353 120 5 2 10 199 631 20 6123 3399 20 1 1 6 1 3 3151 34 2 1 27 0 114 3 15794 4 12 1 315 69 286 3 265 5008 5 38 397 1 586 4 0 5069 72 1 
196 1 255 3404 40 40 1283 92 202 432 304 2 1369 150 3 3 11 197 619 21 6207 3469 21 3 1 9 0 6 3156 38 3 0 19 1 132 2 15585 6 14 0 293 81 280 2 251 5099 4 42 381 1 605 6 1 5028 75 2 
197 0 239 3452 44 43 1279 93 218 435 293 1 1355 131 4 1 8 211 642 22 6160 3473 18 3 1 6 1 8 3142 43 1 0 21 1 122 1 15661 0 14 1 308 76 302 0 260 5104 5 42 391 0 525 6 1 5030 81 1 
198 3 261 3488 48 43 1280 96 222 421 295 0 1345 126 6 2 5 193 635 24 6169 3425 20 2 1 9 0 7 3144 44 3 0 24 2 128 2 15573 5 11 1 311 78 274 0 255 5045 4 36 395 1 585 6 1 5111 83 0 
199 2 239 3457 50 47 1325 87 205 440 299 1 1365 135 5 0 11 188 627 23 6063 3478 17 3 1 5 0 3 3215 40 0 0 25 1 122 2 15584 5 11 1 313 72 276 1 247 5127 2 39 373 2 589 2 2 5081 74 1 
200 2 253 3507 46 45 1293 86 210 444 285 2 1328 114 4 2 14 203 665 29 6118 3448 21 2 0 8 0 5 3107 41 1 0 18 2 127 2 15550 6 15 0 308 70 288 3 259 5146 6 40 403 1 563 5 2 5121 70 2 
201 2 264 3451 51 38 1268 85 223 440 310 1 1388 134 4 2 7 204 627 26 6175 3370 25 2 1 10 1 6 3064 43 0 0 24 1 133 2 15621 4 13 1 294 84 293 2 261 5163 5 40 394 0 605 5 2 5026 65 1 
202 3 280 3447 40 41 1333 98 218 436 284 1 1373 151 5 1 7 175 618 22 6237 3391 20 2 0 9 1 3 3105 44 2 0 24 1 136 3 15543 5 13 0 296 78 275 3 253 5077 4 44 370 2 589 4 1 5141 83 1 
203 2 266 3490 46 40 1272 96 223 428 289 0 1340 156 5 2 8 208 654 22 6167 3500 19 2 0 6 1 5 3148 37 1 1 17 1 142 1 15502 4 13 0 327 75 283 2 236 5165 6 44 417 2 550 3 1 4996 68 2 
204 1 255 3477 43 41 1264 83 223 433 281 0 1372 128 4 2 9 197 646 25 6198 3420 17 2 0 8 1 5 3159 41 3 0 22 1 117 1 15655 7 12 1 308 77 287 0 241 5046 4 31 410 1 583 3 0 5042 69 0 
205 2 237 3466 46 46 1319 87 196 421 310 1 1343 126 2 2 14 190 642 18 6173 3462 21 3 0 11 0 7 3193 40 1 1 18 0 137 2 15593 5 11 0 290 79 304 2 257 5098 4 43 380 1 573 3 0 5032 74 2 
206 1 268 3489 51 42 1260 92 214 426 289 1 1346 154 5 3 9 201 618 24 6172 3475 11 1 1 7 1 6 3149 40 1 0 19 1 117 1 15629 4 12 0 299 70 273 0 252 5108 6 49 407 1 550 6 0 5025 74 2 
207 1 242 3485 51 38 1312 83 213 423 277 1 1337 139 3 1 11 192 637 25 6043 3449 19 2 1 7 1 7 3136 43 1 1 22 1 130 3 15645 6 14 1 297 80 297 2 251 5181 4 41 371 0 581 5 1 5054 87 1 
208 1 280 3510 47 44 1297 101 215 413 270 0 1340 134 3 1 15 191 650 23 6197 3441 23 2 0 7 0 5 3147 38 1 1 22 1 109 1 15661 4 14 0 297 81 277 1 266 5076 1 40 391 1 563 2 1 4981 72 2 
209 3 247 3528 56 37 1292 94 197 429 294 0 1397 120 5 2 14 178 633 27 6126 3406 19 1 0 7 1 2 3184 31 2 1 16 2 135 3 15693 3 8 0 290 75 288 2 270 4980 4 33 388 0 582 3 2 5089 78 1 
