  Verrucomicrobia Chlamydiae Aquificae Actinobacteria Chlorobi Lobosea Euglenozoa Cyanobacteria ssDNA candidate Viridiplantae Mycetozoa Dictyoglomi Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental Fusobacteria Entamoebidae Crenarchaeota Alveolata Korarchaeota Jakobidae Bacteroidetes Rhizaria Parabasalidea Metazoa Thermotogae Fibrobacteres Euryarchaeota
442 5168 5530 97 38 4939 28 503 1840 434 3053 394 5 1 7 1084 6 3519 1695 18 0 8 2 567 75 1 1002 0 15877 1 138 17 270 1562 1085 89 63 573 0 
443 5262 5594 113 62 4922 28 505 1858 420 3102 353 3 3 4 1099 11 3378 1650 16 0 17 1 518 55 1 998 0 15972 1 126 20 307 1498 1090 82 52 570 0 
444 5196 5564 95 47 4888 37 496 1838 385 3134 365 7 2 3 1054 5 3511 1576 8 0 11 0 504 53 1 1034 0 16044 0 121 19 283 1524 1105 106 50 599 0 
445 5292 5580 107 58 4923 34 492 1794 432 2996 362 3 1 2 1164 3 3420 1661 19 0 10 0 511 63 0 1035 0 15961 0 128 16 289 1510 1050 90 53 588 0 
446 5275 5509 107 67 4899 36 530 1809 411 2995 392 2 2 5 1151 3 3533 1679 15 0 12 0 529 57 2 1033 0 15883 0 109 17 287 1560 1047 102 78 557 1 
447 5235 5550 104 58 4944 26 533 1781 417 3088 393 5 3 0 1074 6 3434 1681 10 2 13 3 542 61 0 1023 1 15963 0 103 13 275 1524 1102 82 69 586 0 
448 5271 5543 116 61 4863 41 514 1850 404 3036 356 3 1 6 1118 5 3534 1634 15 1 15 4 496 51 1 1033 0 15989 0 120 16 279 1497 1092 88 59 574 0 
449 5251 5621 108 53 4862 38 508 1778 413 3128 367 4 6 3 1094 5 3509 1651 20 0 13 2 550 64 0 1031 0 15936 0 113 23 272 1507 1070 75 62 551 0 
450 5150 5551 119 50 4920 34 492 1842 386 3107 384 4 2 6 1109 3 3389 1637 19 0 13 2 553 72 1 1048 0 16034 0 118 17 287 1500 1102 98 60 595 0 
451 5248 5612 97 55 4918 22 510 1774 384 3035 384 2 3 1 1028 6 3450 1606 20 0 10 2 529 62 1 1069 0 16076 0 135 19 278 1470 1124 99 60 562 0 
452 5325 5585 110 54 4906 33 526 1760 409 3138 378 5 3 1 1118 8 3442 1623 17 0 13 2 540 60 0 1077 0 15904 0 101 22 277 1481 1054 93 59 561 0 
453 5245 5625 99 63 4936 35 508 1879 433 3122 365 3 3 3 1118 5 3394 1643 22 1 12 3 489 53 1 1036 0 15850 0 117 14 304 1548 1073 87 57 560 0 
454 5183 5637 101 65 4935 33 502 1891 416 3075 389 3 2 1 1124 5 3410 1593 19 1 8 1 547 76 1 1044 0 15923 0 113 23 282 1521 1025 105 47 572 0 
455 5297 5471 90 59 4913 24 502 1838 420 3116 381 1 2 2 1079 6 3443 1698 16 1 12 2 531 63 0 1016 0 15917 0 110 7 276 1547 1077 80 66 625 0 
456 5281 5550 111 59 4900 34 543 1766 443 3079 349 3 1 3 1052 5 3475 1675 20 0 9 1 543 71 0 1039 0 15947 0 121 19 287 1562 1026 91 59 562 0 
457 5282 5632 112 57 4914 31 552 1799 389 2993 381 3 0 5 1033 5 3522 1612 13 0 7 2 491 65 0 1054 0 15989 0 130 14 288 1502 1075 90 52 599 0 
458 5280 5512 106 52 4834 35 517 1755 435 3068 376 3 4 5 1094 7 3453 1641 17 1 11 0 512 63 1 1061 0 16070 0 121 16 301 1472 1102 93 59 590 1 
459 5247 5621 100 58 4809 25 502 1867 449 3034 381 2 2 7 1040 10 3440 1592 20 0 13 2 536 74 1 1052 0 16068 0 131 15 269 1496 1097 77 67 582 1 
460 5198 5790 96 54 4785 30 522 1786 428 3078 393 3 1 4 1116 9 3441 1629 16 0 16 2 508 69 1 1096 1 15851 0 124 20 283 1518 1056 94 68 619 0 
461 5089 5570 114 50 4962 36 500 1803 409 3119 424 5 2 6 1131 6 3413 1641 18 1 14 1 544 70 2 1049 0 15998 0 101 23 286 1491 1081 84 73 561 1 
462 5178 5606 116 68 4952 28 498 1821 398 3018 390 5 0 3 1102 7 3499 1647 15 0 9 2 518 73 0 1052 0 15879 1 112 18 287 1470 1131 93 58 606 0 
463 5188 5593 98 62 4892 31 544 1797 405 3066 377 4 3 3 1039 10 3429 1658 17 2 12 4 554 59 0 1050 1 15972 0 120 16 301 1508 1082 92 70 622 1 
464 5238 5546 98 58 4982 27 503 1807 402 3016 372 3 2 2 1084 7 3461 1585 20 0 20 3 528 68 1 1074 1 15947 1 122 13 320 1549 1083 90 66 577 0 
465 5241 5609 114 46 4838 32 525 1763 403 3159 357 6 2 1 1111 6 3467 1627 15 1 12 2 507 54 2 1043 0 15981 1 108 14 288 1523 1083 92 71 585 0 
466 5260 5536 96 53 4921 29 545 1759 421 3076 372 4 2 3 1084 4 3424 1639 19 0 15 4 552 67 1 1032 0 15969 0 115 11 251 1559 1114 102 60 595 0 
467 5270 5554 93 50 4984 33 560 1732 399 3028 376 3 3 4 1131 6 3464 1628 18 0 13 2 575 66 0 1058 0 15763 0 133 15 284 1530 1105 97 68 626 1 
468 5280 5645 120 56 4936 22 524 1827 401 3036 365 3 1 3 1125 4 3422 1635 13 1 13 1 541 71 0 1016 0 15793 0 114 12 290 1597 1062 91 53 590 0 
469 5240 5658 111 50 4821 29 553 1810 408 2988 362 1 1 2 1074 7 3406 1673 13 1 13 2 529 67 0 1057 0 15968 1 112 15 299 1512 1099 100 63 626 1 
470 5153 5559 93 63 4947 34 527 1802 441 3035 361 4 3 4 1058 3 3390 1666 13 1 16 1 510 62 0 1058 0 16061 0 110 17 290 1540 1103 89 52 590 0 
471 5189 5639 104 58 4927 32 497 1851 409 2963 374 4 4 5 1109 5 3442 1642 20 0 16 2 539 65 0 1038 0 15948 0 135 14 308 1487 1085 78 67 626 1 
472 5222 5582 101 58 4932 37 534 1740 397 3135 385 4 3 3 1047 7 3413 1613 11 1 18 2 495 64 0 1072 0 16007 0 132 16 280 1555 1054 93 64 600 0 
473 5178 5606 113 58 4935 36 515 1850 421 2992 390 6 2 4 1097 4 3539 1656 16 0 15 4 479 54 0 1039 0 15970 0 113 16 284 1544 1070 83 65 568 0 
474 5284 5509 117 42 4935 30 528 1787 395 3073 384 5 2 3 1092 7 3391 1621 16 0 13 2 512 72 0 1058 1 16052 0 120 11 305 1503 1060 102 68 606 0 
475 5269 5788 104 58 4808 24 486 1773 424 3048 392 4 0 6 1085 5 3491 1598 14 1 11 4 532 59 0 1022 0 16004 0 110 17 283 1487 1063 87 52 577 0 
476 5218 5537 108 57 4899 35 497 1817 394 3088 366 3 1 2 1125 7 3467 1648 13 1 9 4 523 62 2 1077 1 15976 0 122 18 280 1527 1073 85 55 563 0 
477 5197 5564 119 50 5021 36 527 1778 414 3064 374 1 3 6 1099 7 3489 1621 15 0 11 0 525 59 2 1044 0 15855 0 122 24 315 1480 1098 97 70 606 0 
478 5207 5618 99 51 5014 37 497 1792 402 2991 357 6 6 0 1082 12 3429 1592 19 0 14 3 512 70 0 1081 0 16037 0 123 19 296 1488 1054 99 64 624 0 
479 5303 5578 117 63 4954 32 485 1732 420 3106 364 3 3 4 1111 5 3437 1583 19 0 12 2 518 61 1 1024 1 15938 0 119 13 298 1502 1114 93 66 591 0 
480 5287 5576 114 53 5025 33 516 1835 425 3033 380 4 4 2 1124 7 3481 1640 21 0 6 1 550 58 2 1036 1 15660 0 131 12 265 1571 1049 83 64 601 0 
481 5204 5765 100 49 4823 31 488 1877 438 3030 397 5 4 2 1114 7 3417 1601 15 0 10 1 542 85 0 976 1 15899 0 114 20 289 1547 1086 102 55 584 1 
482 5331 5674 117 59 4866 25 514 1762 419 3003 373 5 3 7 1075 3 3371 1666 16 0 18 1 512 69 1 1067 0 15949 0 122 14 300 1503 1096 99 56 572 0 
483 5165 5588 95 62 4910 35 518 1770 428 3021 399 3 4 2 1100 1 3461 1605 22 0 18 0 562 63 0 1047 0 16034 0 128 16 283 1514 1094 88 62 581 0 
484 5245 5695 106 55 4909 28 541 1798 407 3068 385 6 2 3 1060 5 3499 1610 19 1 12 2 527 77 1 1026 0 15870 0 112 16 294 1492 1063 91 67 609 0 
485 5320 5617 115 46 4834 24 511 1855 427 3024 384 3 2 5 1089 8 3339 1648 11 1 12 3 568 62 2 1079 0 15972 0 134 11 276 1506 1096 82 59 587 0 
486 5245 5688 108 44 4848 28 518 1843 356 3073 399 1 1 4 1124 7 3471 1684 19 2 13 2 524 66 0 1022 0 15834 0 110 17 300 1438 1135 87 54 623 1 
487 5347 5577 102 45 4987 33 512 1737 404 3038 406 3 1 5 1054 3 3402 1640 16 0 10 1 517 57 1 1046 0 15927 0 123 19 273 1496 1107 89 64 624 1 
488 5293 5630 108 47 4865 26 545 1781 410 3109 403 1 2 3 1059 4 3517 1638 15 1 14 4 504 65 1 1021 0 15894 0 124 21 301 1504 1035 94 64 596 0 
489 5212 5520 103 57 4861 26 533 1791 428 3043 398 9 2 9 1123 7 3385 1612 24 1 12 2 505 64 1 1096 0 16062 1 133 16 289 1574 1031 83 52 590 1 
490 5253 5608 109 63 4841 34 515 1851 430 3040 423 3 2 5 1044 5 3484 1641 14 1 12 2 546 55 0 1037 0 15844 0 116 17 258 1575 1083 92 64 607 0 
491 5281 5645 104 60 4946 33 519 1833 474 3028 370 2 3 2 1088 2 3387 1595 23 0 14 3 549 88 0 1073 0 15865 0 102 18 261 1488 1078 84 65 577 0 
492 5223 5637 110 62 4902 31 511 1866 401 2991 366 2 2 7 1100 7 3396 1638 22 1 9 1 523 63 0 1012 1 16148 0 117 19 289 1491 1040 88 45 565 0 
493 5187 5578 105 56 4890 33 515 1842 411 3054 394 4 4 2 1126 3 3422 1624 14 0 17 3 524 58 1 1076 0 15966 0 131 11 284 1511 1052 88 67 624 0 
494 5305 5536 115 54 4939 33 528 1869 374 3093 417 1 4 7 1130 6 3404 1600 17 0 15 2 522 71 0 1068 1 15915 0 128 19 294 1462 1013 89 70 576 0 
495 5169 5663 94 66 4997 34 507 1798 394 3021 389 2 2 3 1104 7 3424 1589 15 0 11 3 550 62 0 1001 0 16062 0 121 15 284 1486 1076 87 54 615 0 
496 5253 5616 100 53 4815 27 504 1804 424 2978 374 6 4 3 1114 8 3456 1636 16 0 11 0 510 71 0 1057 0 16026 0 116 15 301 1572 1087 92 54 587 0 
497 5357 5509 113 52 5020 27 521 1764 427 3013 362 5 2 5 1062 4 3460 1627 12 0 6 3 518 63 1 1037 0 15980 0 117 15 258 1538 1077 97 68 570 0 
498 5138 5615 96 62 4936 36 520 1804 445 3132 372 4 1 6 1094 6 3458 1679 12 0 15 3 524 69 1 1012 0 15904 1 101 24 283 1527 1069 90 61 586 0 
499 5331 5534 110 49 4894 35 508 1794 430 3025 352 7 3 2 1079 5 3426 1619 19 0 7 0 481 86 1 1127 0 15947 0 128 26 296 1523 1118 99 61 549 0 
500 5130 5494 130 54 4898 37 517 1860 438 2995 374 2 3 2 1083 2 3482 1601 18 0 15 1 520 60 1 1104 0 16019 0 109 22 287 1540 1133 93 50 621 0 
501 5291 5572 109 58 5006 26 508 1788 404 2985 374 5 3 4 1120 1 3426 1650 18 0 14 1 549 65 0 1021 0 15941 0 105 18 263 1563 1068 88 65 588 0 
502 5266 5624 93 65 4869 26 536 1830 418 3083 406 3 3 6 1079 6 3387 1649 20 2 11 3 538 67 0 1087 0 15878 0 116 18 267 1518 1072 83 63 574 0 
503 5216 5645 101 63 4884 41 509 1823 438 3032 357 6 0 2 1083 5 3411 1609 18 0 13 3 520 60 1 1089 0 16046 0 133 19 302 1504 1068 78 61 553 0 
504 5305 5573 113 56 4971 28 502 1831 415 3075 358 5 4 6 1019 6 3344 1603 15 0 15 3 525 74 0 1016 0 16055 1 126 15 279 1512 1089 89 58 608 0 
505 5082 5609 114 54 4922 41 516 1802 391 3023 386 3 3 3 1097 3 3488 1649 23 0 9 2 557 60 0 1058 0 16029 1 117 15 269 1571 1074 90 51 573 0 
506 5222 5737 119 48 4896 32 492 1847 426 2995 363 5 2 3 1069 7 3385 1624 23 2 17 2 515 67 1 1064 1 15874 0 126 24 325 1491 1105 82 65 600 1 
507 5279 5640 112 56 4808 29 518 1865 383 3033 378 6 3 1 1125 5 3402 1651 19 0 18 2 531 65 0 1079 0 15981 0 129 24 286 1522 1040 85 60 559 0 
508 5303 5680 107 66 4879 38 552 1795 433 3100 379 3 0 4 1119 8 3408 1603 7 1 11 4 476 72 1 1032 1 15802 0 124 12 290 1537 1081 94 55 600 0 
509 5246 5590 119 53 4874 32 484 1809 436 2974 368 3 2 4 1095 3 3473 1649 18 0 13 1 486 62 2 1068 0 15983 0 132 13 288 1502 1102 98 70 619 0 
510 5293 5622 108 39 5043 35 478 1796 390 3051 346 3 2 2 1081 6 3486 1638 21 1 10 4 510 75 0 1030 0 15880 1 116 13 270 1479 1114 99 59 577 1 
511 5230 5605 109 53 4882 29 520 1828 412 3094 385 3 3 5 1133 7 3384 1656 13 1 11 2 540 67 0 1037 0 15925 0 122 15 262 1586 1084 110 56 551 0 
512 5275 5683 111 58 4928 32 535 1784 403 2997 388 4 1 6 1075 7 3468 1618 8 0 13 1 541 50 2 1015 0 15932 0 118 21 308 1489 1060 89 58 576 0 
513 5330 5522 105 46 4892 32 519 1789 412 3022 373 3 1 5 1094 5 3382 1600 23 0 12 1 535 68 2 1081 0 16030 0 120 19 285 1564 1086 93 70 577 0 
514 5238 5520 91 61 4880 32 542 1780 400 3011 390 5 4 6 1137 5 3524 1647 17 1 14 1 535 66 0 1063 0 15917 1 121 17 271 1548 1077 99 63 597 1 
515 5322 5627 106 58 4947 23 516 1828 415 3038 378 3 2 6 1115 10 3415 1625 16 1 11 0 540 70 1 1100 0 15786 1 133 22 271 1484 1127 98 71 541 0 
516 5196 5647 93 62 4936 33 474 1774 445 3011 387 2 5 3 1089 6 3383 1651 18 0 12 0 509 62 0 1027 0 15952 0 117 16 283 1534 1125 101 61 650 0 
517 5129 5648 105 61 4891 25 511 1837 394 3102 377 0 3 5 1114 2 3389 1669 19 0 13 2 562 70 1 1057 1 16012 0 118 18 277 1450 1049 93 55 604 1 
518 5237 5546 99 54 4870 29 545 1794 389 3104 390 3 2 3 1159 9 3440 1664 21 0 12 2 555 68 0 1060 0 15910 1 120 15 305 1483 1034 89 65 600 1 
519 5177 5657 102 59 5086 26 511 1819 432 2943 399 3 1 2 1058 11 3454 1598 18 0 14 1 535 58 0 1075 1 15811 0 139 7 290 1532 1096 79 55 617 0 
520 5159 5560 111 62 4887 43 509 1843 430 3122 360 2 1 1 1062 2 3463 1678 16 0 10 1 528 74 0 1071 0 15953 0 118 21 295 1465 1079 88 80 584 0 
521 5255 5565 101 45 4916 24 518 1820 411 3050 377 2 0 4 1054 11 3482 1604 25 1 15 3 531 65 1 1057 0 16020 1 126 17 285 1546 1027 81 75 583 0 
522 5273 5638 108 56 4984 31 503 1784 419 3059 385 4 2 1 1072 7 3441 1613 21 1 10 4 517 63 2 1059 0 15841 1 126 11 290 1532 1100 76 59 577 0 
523 5190 5630 107 59 4862 29 484 1835 415 3015 381 2 4 2 1073 7 3553 1643 17 0 13 1 545 57 1 1104 0 15882 0 131 17 280 1538 1086 82 69 558 0 
524 5324 5646 105 63 4851 31 526 1854 417 2963 375 3 2 2 1004 7 3390 1592 21 1 12 2 541 68 0 1071 0 16068 0 108 12 283 1473 1093 100 58 611 0 
525 5216 5587 112 68 4909 32 512 1772 433 3040 356 1 2 5 1116 7 3526 1688 21 0 14 2 553 59 1 985 0 15851 1 109 19 320 1510 1054 100 60 640 0 
526 5257 5698 113 60 4927 27 528 1788 425 2959 377 1 2 3 1070 3 3498 1647 14 0 15 2 531 66 0 1009 0 15874 0 112 12 300 1583 1042 106 60 590 0 
527 5252 5574 106 52 4941 30 504 1828 409 3038 366 1 4 3 1102 6 3331 1647 17 0 17 0 514 71 0 1108 0 16005 0 121 12 275 1561 1088 79 67 570 1 
528 5184 5563 94 49 4930 38 521 1776 400 3091 380 3 5 4 1099 5 3475 1608 17 0 12 3 515 65 1 1048 1 16052 0 117 17 294 1535 1076 86 65 557 0 
529 5116 5655 97 61 4839 29 498 1773 400 3026 390 3 3 4 1075 6 3484 1686 20 1 9 4 585 62 2 1068 0 16076 1 104 16 293 1491 1066 96 53 590 0 
530 5273 5559 128 48 4905 33 555 1769 413 3111 390 5 2 3 1136 9 3418 1631 11 0 11 3 557 62 0 1046 0 15894 0 129 17 279 1480 1078 80 66 603 1 
531 5139 5717 119 62 4887 38 571 1792 411 3030 394 4 3 2 1075 5 3483 1651 23 0 16 2 525 64 1 999 0 15844 0 119 17 293 1548 1093 93 61 588 0 
532 5262 5573 85 54 4819 27 500 1795 422 2951 369 4 2 4 1147 6 3497 1679 17 0 13 1 526 61 1 1031 0 16115 0 121 12 281 1541 1037 85 70 578 0 
533 5353 5523 132 59 4858 32 488 1821 424 3086 354 3 1 4 1114 8 3428 1631 19 1 10 2 543 68 1 997 1 15979 0 116 14 290 1491 1034 97 75 614 0 
534 5255 5485 114 43 4924 39 492 1824 449 3036 389 2 1 0 1089 8 3441 1612 22 1 10 3 550 61 1 1063 0 15979 0 125 13 300 1523 1077 100 75 572 0 
535 5286 5572 100 49 4875 15 505 1786 417 3040 387 7 1 6 1072 7 3448 1641 26 0 13 0 511 68 0 1018 0 15971 1 118 20 283 1571 1106 89 62 591 0 
536 5176 5662 109 58 4845 36 548 1872 436 3108 379 2 0 3 1130 5 3455 1574 16 0 7 1 556 59 1 1034 0 15881 0 124 13 299 1499 1058 79 64 600 0 
537 5312 5575 105 59 4925 35 527 1788 437 3098 374 6 2 4 1133 6 3436 1614 24 0 15 2 564 55 1 1061 0 15749 0 120 20 280 1529 1093 95 59 581 0 
538 5193 5681 105 51 4852 32 499 1799 433 3108 401 4 2 5 1090 5 3504 1623 8 0 7 1 521 72 0 1107 1 15810 1 111 10 295 1505 1112 85 53 576 0 
539 5263 5651 109 49 4934 37 531 1877 380 2980 370 2 2 3 1082 4 3450 1607 18 0 12 0 543 62 1 1015 0 15963 1 118 20 277 1542 1037 76 55 569 0 
540 5148 5635 107 59 4852 27 501 1832 397 3096 324 3 0 3 1113 6 3563 1643 17 0 17 2 533 63 2 1005 0 16010 0 123 8 266 1555 1024 98 67 578 0 
541 5215 5631 111 55 4807 30 510 1849 406 3066 390 3 2 3 1085 4 3500 1635 21 0 13 5 535 66 1 1011 1 15944 1 130 17 287 1534 1073 90 59 613 0 
542 5355 5512 126 61 4926 31 511 1800 378 3112 394 4 2 2 1071 6 3407 1648 20 0 11 0 527 67 2 988 0 15924 0 134 14 276 1544 1052 98 60 615 0 
543 5243 5593 96 44 4883 31 525 1834 396 3049 388 6 2 3 1068 5 3380 1676 16 0 14 2 505 64 2 1009 0 16071 1 116 20 291 1580 1052 85 57 568 1 
544 5254 5700 93 40 4873 32 501 1789 410 3055 404 6 0 2 1019 7 3494 1655 18 0 7 2 528 70 0 1039 0 15938 0 132 20 270 1543 1063 84 56 593 0 
545 5245 5635 104 64 4878 30 497 1810 412 3011 377 2 2 2 1102 6 3414 1667 21 1 19 4 537 60 1 1011 0 16037 0 124 27 268 1515 1071 90 66 571 1 
546 5299 5662 106 48 4891 29 510 1845 396 2958 364 5 2 2 1070 8 3416 1643 14 2 13 2 554 57 0 1054 1 15938 0 120 14 282 1541 1099 87 63 572 0 
547 5233 5543 109 48 4931 23 545 1839 410 3055 376 3 3 3 1106 8 3509 1631 13 2 13 0 550 52 1 1042 0 15848 1 122 12 302 1530 1073 85 57 598 0 
548 5216 5607 95 58 4997 29 518 1817 430 2968 381 5 5 0 1028 5 3450 1629 19 0 12 5 534 75 2 1054 0 15956 0 107 17 308 1499 1070 86 59 604 0 
549 5319 5493 114 59 4831 34 523 1798 410 2965 373 2 1 2 1125 5 3563 1591 13 0 10 0 490 70 2 1067 0 16027 0 125 15 308 1560 1071 83 59 566 0 
550 5137 5641 104 56 4896 36 508 1863 392 3165 343 6 3 1 1094 3 3407 1693 17 1 14 1 540 67 0 1041 0 15970 0 125 16 279 1488 1071 89 66 586 0 
551 5190 5635 119 46 4893 33 523 1848 405 3041 378 2 3 2 1100 5 3469 1591 21 1 13 0 499 67 0 1054 0 16036 1 140 14 294 1501 1039 89 55 582 0 
552 5308 5565 111 50 4852 36 490 1744 383 3040 393 4 1 3 1134 5 3404 1619 21 0 12 4 509 61 0 1063 0 15980 0 117 22 306 1525 1156 79 62 613 0 
553 5348 5458 101 51 4993 32 501 1802 442 3058 369 6 3 6 1090 4 3409 1660 18 1 11 3 563 61 0 1086 0 15918 0 114 14 270 1504 1087 87 62 563 0 
554 5233 5597 111 50 4934 30 510 1817 412 3096 353 4 2 6 1086 4 3430 1616 16 0 10 2 529 65 1 1110 0 15938 1 116 14 297 1470 1090 97 63 577 0 
555 5156 5626 112 57 4989 32 540 1741 392 2972 408 2 3 4 1108 6 3425 1677 14 0 12 0 514 76 2 980 0 16051 0 120 15 299 1543 1070 117 64 554 0 
556 5262 5610 116 67 4909 28 494 1818 415 3083 364 5 5 2 1086 2 3520 1676 17 0 14 3 487 58 1 1012 0 15882 1 128 26 267 1472 1086 92 64 570 0 
557 5242 5576 114 58 4825 25 513 1872 412 3042 353 3 4 2 1116 7 3498 1593 14 0 14 2 503 75 2 1026 0 16054 0 120 20 266 1474 1120 94 66 563 0 
558 5228 5648 92 48 4966 43 536 1820 392 3109 396 4 2 3 1085 4 3416 1572 15 1 16 5 529 65 1 1057 0 15905 0 127 16 298 1532 1054 76 69 561 0 
559 5286 5583 109 47 4923 32 522 1747 381 3111 399 4 2 2 1097 8 3412 1635 15 0 11 2 538 56 1 1019 0 15943 0 134 14 301 1468 1091 72 69 637 1 
560 5109 5600 112 60 4912 34 551 1834 389 3089 365 5 2 3 1117 7 3409 1631 19 0 13 1 547 62 1 1029 1 16053 0 109 14 287 1521 1035 99 62 624 0 
561 5315 5536 111 51 4900 29 507 1773 405 3100 383 3 3 4 1119 7 3409 1688 19 0 10 1 523 68 0 1029 0 15879 0 128 16 299 1505 1091 99 68 612 1 
562 5210 5528 114 58 4941 34 493 1829 404 3053 380 4 6 2 1118 8 3505 1621 16 0 15 0 545 69 1 1058 0 15876 0 113 11 294 1554 1057 106 70 573 0 
563 5257 5655 107 56 4866 46 537 1805 395 3034 405 4 1 3 1060 3 3462 1627 22 1 15 1 519 62 0 1021 0 15981 0 135 10 288 1463 1069 93 65 598 0 
564 5231 5647 85 66 4870 34 517 1760 418 3033 384 3 4 6 1080 2 3533 1580 20 0 13 2 505 58 0 1032 0 15962 1 105 24 278 1610 1086 88 65 597 1 
565 5199 5556 103 50 4937 34 535 1780 456 3108 388 4 5 5 1025 7 3457 1613 16 0 5 1 532 74 0 1021 0 16066 0 134 22 284 1449 1092 92 77 591 0 
566 5246 5590 102 59 4919 25 519 1788 416 3133 394 2 2 4 1087 3 3423 1631 13 0 6 0 538 59 0 1028 0 15947 0 93 15 285 1529 1087 100 62 575 0 
567 5332 5443 114 54 4836 32 508 1879 417 3035 368 5 2 4 1052 5 3471 1632 18 1 18 1 539 72 1 1054 0 15926 0 119 17 284 1558 1071 116 58 631 1 
568 5157 5548 108 53 4789 25 516 1903 439 3080 381 5 0 3 1120 7 3485 1610 17 0 11 3 573 84 2 1040 0 15959 1 127 17 300 1557 1059 82 58 568 0 
569 5187 5647 92 60 4907 30 516 1822 413 3034 343 2 3 4 1096 7 3452 1671 15 0 9 3 533 61 0 1038 0 16046 0 112 12 291 1501 1045 101 62 587 0 
570 5214 5641 113 64 4918 26 516 1862 397 3064 395 3 3 4 1067 10 3502 1566 21 0 17 0 523 69 2 1080 0 15914 1 120 14 273 1475 1089 95 60 573 1 
571 5244 5704 102 64 4893 28 542 1821 393 3054 366 5 5 3 1061 7 3414 1604 21 0 12 2 524 74 2 1091 0 15911 0 112 11 272 1534 1096 113 58 560 0 
572 5190 5615 90 53 4934 25 525 1821 433 3035 382 6 3 3 1094 7 3540 1589 15 0 10 2 535 54 0 1029 0 16021 0 105 15 280 1481 1060 85 65 605 0 
573 5251 5534 118 67 4907 31 533 1812 445 2992 351 5 3 3 1090 3 3417 1556 17 0 9 2 559 62 3 1008 0 16083 0 125 13 279 1564 1078 82 77 597 1 
574 5231 5655 106 54 4858 29 503 1843 407 3091 377 4 2 5 1063 7 3430 1636 17 1 20 2 527 60 2 993 0 16035 0 126 17 292 1495 1091 89 66 546 0 
575 5276 5617 118 49 5034 30 480 1834 407 3000 387 1 2 9 1098 5 3316 1626 23 0 9 1 545 68 2 1042 0 15932 0 115 10 270 1556 1077 86 65 576 0 
576 5180 5648 114 53 4891 31 523 1872 407 3073 396 3 1 4 1128 5 3421 1661 20 1 8 2 524 67 1 1032 0 15815 0 125 19 269 1577 1031 101 71 603 0 
577 5100 5559 130 54 4885 23 540 1815 385 3010 383 5 4 2 1146 7 3462 1566 24 0 15 3 512 70 0 1092 0 16084 0 136 17 294 1486 1126 105 56 586 0 
578 5340 5599 114 55 4962 42 514 1792 422 3032 410 3 2 4 1100 11 3498 1635 19 0 14 1 538 54 1 1076 1 15780 0 122 15 276 1500 1029 86 63 586 0 
579 5125 5508 98 46 4858 25 505 1829 414 3160 391 5 3 4 1117 8 3495 1653 11 0 14 3 493 77 1 984 1 15999 0 92 16 288 1582 1112 86 63 599 0 
580 5183 5545 111 54 4974 33 554 1791 408 3160 375 6 5 2 1088 6 3381 1602 22 1 8 1 544 71 0 1029 1 16051 0 112 24 271 1464 1071 99 58 564 0 
581 5341 5675 113 61 4862 29 485 1777 380 3048 383 3 2 3 1102 6 3458 1630 21 0 13 0 551 57 1 1002 1 15995 0 121 23 280 1493 1073 78 65 586 0 
582 5265 5585 111 57 4912 26 522 1834 430 3079 386 4 2 4 1100 2 3430 1633 18 1 16 1 526 68 1 1024 0 15876 0 121 17 289 1517 1080 106 71 573 0 
583 5214 5599 118 49 4916 31 499 1834 425 3006 381 5 3 1 1080 3 3484 1618 21 0 13 1 530 82 0 1033 1 15990 1 108 21 281 1513 1052 95 60 600 0 
584 5181 5649 116 49 4870 31 515 1842 408 3087 384 3 2 1 1134 7 3417 1630 17 0 10 0 523 58 1 1046 1 15912 0 118 16 271 1563 1103 81 53 566 0 
585 5310 5500 113 56 4949 27 529 1836 401 3099 367 5 4 5 1088 6 3447 1656 20 0 17 1 528 70 0 1027 0 15909 0 140 20 282 1484 1065 84 70 585 1 
586 5221 5626 108 48 4919 34 491 1819 407 3051 405 4 5 5 1071 3 3462 1666 13 1 13 1 511 65 1 1061 0 15911 0 120 13 264 1540 1083 91 59 569 0 
587 5202 5609 106 51 5035 30 494 1809 402 3056 389 4 1 3 1101 3 3427 1693 23 1 13 1 543 68 0 1070 0 15831 0 129 17 264 1501 1078 94 48 592 0 
588 5269 5572 94 52 4936 34 520 1825 419 3064 362 4 1 1 1117 9 3487 1558 15 0 10 2 586 70 2 1076 0 15907 0 108 20 297 1505 1049 91 57 567 0 
589 5363 5576 117 42 4962 33 506 1755 390 3084 371 4 1 6 1087 0 3448 1586 14 1 14 0 547 61 0 1014 0 16051 0 117 13 285 1439 1069 94 59 592 0 
590 5226 5615 118 56 4907 37 530 1777 401 3115 378 3 2 2 1063 6 3436 1646 9 0 10 0 498 57 1 1087 1 15922 1 115 17 300 1541 1086 91 68 574 0 
591 5211 5631 112 56 4911 37 510 1830 415 3025 345 4 3 2 1095 5 3343 1597 18 0 13 1 517 70 2 992 0 16155 1 123 18 288 1531 1058 94 62 609 1 
592 5409 5559 112 56 4992 36 499 1773 417 3041 360 6 0 2 1029 3 3430 1617 17 1 7 0 546 62 0 1066 0 15933 1 119 15 277 1481 1056 101 65 592 0 
